tick,49,47,45,15,40,46,44,5,39,29,43,26,41,37,17,35,34,36,22,33,32,31,30,20,14,18,16,42,38,28,10,2,13,23,12,19,0,3,48,11,24,1,27,6,21,9,25,7,8,4
0,0.18,0.14,0.09,0.13,0.18,0.1,0.08,0.09,0.02,0.09,0.1,0.04,0.12,0.13,0.14,0.13,0.08,0.14,0.07,0.12,0.18,0.09,0.1,0.16,0.09,0.07,0.14,0.13,0.11,0.05,0.1,0.1,0.05,0.19,0.12,0.11,0.14,0.09,0.11,0.14,0.1,0.15,0.1,0.06,0.13,0.06,0.08,0.03,0.11,0.08
20,0.11,0.15,0.15,0.28,0.06,0.09,0.17,0.04,0.14,0.09,0.15,0.16,0.13,0.08,0.11,0.1,0.03,0.09,0.23,0.15,0.16,0.18,0.19,0.14,0.13,0.07,0.13,0.11,0.14,0.1,0.11,0.14,0.1,0.14,0.12,0.09,0.04,0.04,0.09,0.12,0.21,0.13,0.11,0.13,0.17,0.08,0.09,0.15,0.15,0.11
40,0.12,0.1,0.08,0.12,0.08,0.14,0.06,0.03,0.07,0.1,0.07,0.1,0.12,0.1,0.16,0.15,0.08,0.14,0.18,0.15,0.15,0.17,0.13,0.07,0.15,0.09,0.1,0.05,0.07,0.09,0.09,0.06,0.09,0.09,0.11,0.07,0.12,0.07,0.14,0.04,0.1,0.14,0.14,0.1,0.07,0.1,0.08,0.1,0.23,0.1
60,0.14,0.07,0.04,0.07,0.09,0.09,0.09,0.07,0.06,0.09,0.1,0.09,0.08,0.11,0.07,0.08,0.11,0.06,0.07,0.06,0.12,0.16,0.09,0.05,0.04,0.1,0.08,0.08,0.1,0.09,0.09,0.11,0.13,0.03,0.14,0.12,0.06,0.12,0.05,0.05,0.06,0.1,0.05,0.08,0.07,0.15,0.08,0.09,0.09,0.1
80,0.06,0.09,0.09,0.06,0.16,0.08,0.11,0.1,0.1,0.06,0.05,0.08,0.09,0.09,0.08,0.06,0.08,0.11,0.07,0.07,0.1,0.09,0.06,0.08,0.05,0.08,0.1,0.11,0.09,0.07,0.08,0.12,0.13,0.06,0.07,0.1,0.1,0.15,0.11,0.07,0.11,0.14,0.08,0.09,0.06,0.06,0.09,0.06,0.16,0.13
100,0.04,0.13,0.07,0.09,0.14,0.06,0.13,0.1,0.09,0.12,0.09,0.09,0.09,0.08,0.15,0.07,0.1,0.12,0.09,0.06,0.1,0.12,0.09,0.08,0.2,0.11,0.07,0.13,0.1,0.07,0.04,0.12,0.12,0.09,0.13,0.11,0.1,0.08,0.08,0.14,0.08,0.12,0.09,0.12,0.16,0.08,0.09,0.12,0.09,0.07
120,0.09,0.11,0.12,0.15,0.09,0.09,0.04,0.07,0.09,0.07,0.11,0.09,0.06,0.07,0.05,0.16,0.07,0.14,0.13,0.08,0.12,0.07,0.09,0.12,0.08,0.11,0.09,0.06,0.11,0.09,0.1,0.05,0.09,0.14,0.14,0.09,0.07,0.09,0.14,0.12,0.12,0.07,0.09,0.1,0.16,0.1,0.05,0.04,0.13,0.05
140,0.13,0.11,0.06,0.08,0.12,0.11,0.1,0.1,0.16,0.1,0.07,0.1,0.06,0.11,0.11,0.09,0.1,0.1,0.08,0.08,0.08,0.05,0.1,0.1,0.13,0.14,0.09,0.08,0.06,0.08,0.07,0.05,0.11,0.06,0.11,0.06,0.09,0.1,0.13,0.11,0.1,0.13,0.07,0.09,0.08,0.1,0.1,0.08,0.07,0.08
160,0.11,0.1,0.1,0.1,0.09,0.05,0.15,0.12,0.13,0.1,0.06,0.09,0.11,0.1,0.11,0.09,0.08,0.11,0.14,0.06,0.12,0.1,0.08,0.17,0.06,0.08,0.06,0.07,0.09,0.11,0.13,0.1,0.11,0.06,0.08,0.06,0.12,0.07,0.13,0.06,0.05,0.1,0.09,0.13,0.1,0.06,0.08,0.09,0.11,0.07
180,0.11,0.06,0.13,0.11,0.07,0.09,0.1,0.09,0.05,0.15,0.07,0.11,0.12,0.15,0.06,0.15,0.11,0.07,0.06,0.03,0.05,0.13,0.11,0.09,0.08,0.11,0.09,0.05,0.15,0.1,0.13,0.08,0.1,0.12,0.06,0.06,0.12,0.09,0.14,0.13,0.1,0.11,0.08,0.11,0.06,0.15,0.09,0.16,0.08,0.11
200,0.1,0.12,0.11,0.05,0.11,0.11,0.05,0.09,0.05,0.09,0.1,0.08,0.11,0.15,0.07,0.11,0.09,0.13,0.13,0.1,0.13,0.08,0.11,0.06,0.08,0.21,0.06,0.08,0.06,0.12,0.1,0.06,0.07,0.04,0.1,0.11,0.09,0.06,0.08,0.05,0.12,0.09,0.1,0.13,0.09,0.11,0.13,0.09,0.11,0.1
220,0.05,0.15,0.08,0.17,0.08,0.1,0.09,0.13,0.06,0.14,0.1,0.09,0.1,0.07,0.07,0.15,0.13,0.1,0.09,0.12,0.11,0.07,0.12,0.1,0.09,0.09,0.12,0.12,0.1,0.07,0.1,0.09,0.07,0.13,0.1,0.11,0.11,0.09,0.09,0.09,0.11,0.12,0.14,0.12,0.05,0.16,0.1,0.06,0.11,0.11
240,0.17,0.17,0.14,0.12,0.1,0.09,0.1,0.07,0.12,0.12,0.1,0.1,0.09,0.06,0.11,0.07,0.06,0.18,0.06,0.12,0.08,0.12,0.09,0.11,0.13,0.11,0.12,0.11,0.13,0.12,0.14,0.17,0.13,0.05,0.1,0.12,0.13,0.05,0.06,0.08,0.14,0.11,0.11,0.12,0.11,0.07,0.12,0.13,0.12,0.11
260,0.09,0.14,0.15,0.14,0.06,0.13,0.08,0.09,0.12,0.09,0.06,0.03,0.07,0.21,0.13,0.12,0.13,0.08,0.13,0.15,0.06,0.1,0.07,0.12,0.05,0.12,0.11,0.12,0.07,0.1,0.12,0.09,0.14,0.15,0.1,0.1,0.13,0.12,0.09,0.12,0.14,0.12,0.11,0.13,0.05,0.08,0.16,0.1,0.08,0.07
280,0.07,0.1,0.11,0.09,0.19,0.09,0.12,0.11,0.08,0.14,0.1,0.12,0.13,0.1,0.1,0.14,0.09,0.12,0.12,0.15,0.08,0.08,0.13,0.08,0.12,0.1,0.1,0.08,0.15,0.14,0.11,0.09,0.08,0.14,0.08,0.09,0.1,0.08,0.17,0.12,0.09,0.09,0.11,0.11,0.18,0.15,0.08,0.11,0.12,0.12
300,0.07,0.14,0.1,0.11,0.17,0.04,0.17,0.06,0.11,0.13,0.1,0.09,0.12,0.12,0.09,0.12,0.08,0.12,0.11,0.15,0.13,0.1,0.13,0.15,0.2,0.14,0.05,0.1,0.1,0.1,0.11,0.07,0.11,0.1,0.1,0.1,0.1,0.14,0.1,0.11,0.12,0.17,0.1,0.08,0.14,0.14,0.11,0.09,0.1,0.07
320,0.15,0.1,0.13,0.11,0.13,0.13,0.13,0.14,0.12,0.12,0.13,0.11,0.12,0.13,0.16,0.12,0.12,0.06,0.06,0.12,0.09,0.1,0.14,0.08,0.15,0.07,0.13,0.13,0.1,0.06,0.1,0.07,0.17,0.15,0.17,0.1,0.14,0.09,0.15,0.05,0.07,0.05,0.12,0.08,0.09,0.11,0.11,0.06,0.15,0.13
340,0.11,0.14,0.13,0.07,0.1,0.1,0.11,0.09,0.13,0.11,0.1,0.1,0.09,0.09,0.12,0.13,0.11,0.11,0.14,0.13,0.17,0.16,0.16,0.1,0.14,0.14,0.17,0.14,0.1,0.1,0.11,0.12,0.09,0.14,0.12,0.12,0.11,0.06,0.11,0.17,0.16,0.14,0.09,0.11,0.13,0.08,0.18,0.09,0.1,0.1
360,0.11,0.06,0.11,0.13,0.22,0.12,0.12,0.11,0.08,0.11,0.1,0.18,0.13,0.08,0.09,0.13,0.12,0.06,0.14,0.13,0.13,0.11,0.08,0.08,0.13,0.11,0.15,0.07,0.07,0.11,0.11,0.14,0.11,0.14,0.16,0.1,0.07,0.08,0.12,0.14,0.12,0.09,0.13,0.1,0.09,0.13,0.11,0.12,0.13,0.13
380,0.12,0.15,0.15,0.11,0.1,0.18,0.12,0.1,0.1,0.12,0.08,0.16,0.18,0.09,0.15,0.12,0.16,0.11,0.14,0.15,0.09,0.08,0.12,0.14,0.13,0.08,0.09,0.09,0.11,0.08,0.14,0.18,0.09,0.16,0.13,0.2,0.05,0.19,0.12,0.18,0.1,0.12,0.12,0.09,0.09,0.1,0.06,0.12,0.1,0.11
400,0.13,0.14,0.13,0.1,0.06,0.07,0.12,0.19,0.13,0.1,0.15,0.18,0.11,0.12,0.14,0.07,0.12,0.12,0.14,0.12,0.12,0.14,0.09,0.06,0.15,0.07,0.08,0.11,0.08,0.15,0.1,0.14,0.12,0.16,0.16,0.13,0.22,0.17,0.07,0.11,0.13,0.14,0.08,0.12,0.14,0.14,0.11,0.12,0.08,0.21
420,0.1,0.17,0.14,0.1,0.22,0.14,0.09,0.13,0.1,0.1,0.1,0.13,0.05,0.1,0.1,0.13,0.15,0.11,0.1,0.14,0.12,0.1,0.1,0.17,0.11,0.11,0.16,0.12,0.14,0.13,0.1,0.11,0.09,0.07,0.08,0.12,0.08,0.13,0.12,0.11,0.09,0.16,0.09,0.19,0.16,0.15,0.16,0.15,0.16,0.08
440,0.19,0.12,0.11,0.14,0.17,0.09,0.09,0.09,0.05,0.16,0.15,0.13,0.1,0.1,0.08,0.12,0.2,0.17,0.08,0.1,0.1,0.11,0.1,0.14,0.12,0.11,0.07,0.17,0.16,0.11,0.1,0.16,0.1,0.11,0.22,0.18,0.13,0.11,0.16,0.07,0.17,0.12,0.14,0.15,0.14,0.16,0.2,0.12,0.12,0.1
460,0.13,0.18,0.12,0.12,0.15,0.14,0.09,0.12,0.18,0.16,0.14,0.1,0.1,0.15,0.13,0.15,0.1,0.1,0.15,0.13,0.16,0.15,0.08,0.15,0.1,0.18,0.1,0.14,0.09,0.1,0.14,0.09,0.11,0.11,0.18,0.11,0.15,0.15,0.21,0.07,0.12,0.15,0.18,0.17,0.17,0.14,0.13,0.15,0.13,0.12
480,0.12,0.07,0.13,0.17,0.1,0.13,0.13,0.19,0.13,0.15,0.08,0.09,0.16,0.12,0.18,0.15,0.23,0.13,0.15,0.15,0.13,0.14,0.12,0.14,0.13,0.12,0.13,0.11,0.09,0.2,0.08,0.07,0.1,0.17,0.11,0.18,0.08,0.18,0.12,0.13,0.17,0.1,0.11,0.13,0.14,0.13,0.13,0.12,0.1,0.12
500,0.15,0.15,0.14,0.12,0.19,0.14,0.11,0.14,0.12,0.15,0.2,0.15,0.1,0.13,0.13,0.09,0.09,0.13,0.12,0.11,0.15,0.08,0.15,0.13,0.12,0.16,0.13,0.15,0.14,0.12,0.04,0.1,0.18,0.14,0.25,0.08,0.13,0.1,0.13,0.08,0.11,0.12,0.17,0.11,0.1,0.13,0.15,0.1,0.08,0.09
520,0.1,0.09,0.14,0.16,0.1,0.09,0.13,0.11,0.1,0.13,0.18,0.1,0.15,0.23,0.11,0.14,0.15,0.11,0.08,0.16,0.11,0.16,0.19,0.16,0.08,0.13,0.14,0.17,0.05,0.13,0.2,0.15,0.15,0.15,0.08,0.15,0.13,0.16,0.12,0.19,0.19,0.2,0.14,0.15,0.13,0.14,0.14,0.12,0.18,0.12
540,0.14,0.14,0.08,0.12,0.15,0.09,0.12,0.12,0.1,0.2,0.15,0.16,0.18,0.12,0.18,0.11,0.11,0.11,0.13,0.13,0.09,0.16,0.13,0.19,0.12,0.1,0.14,0.14,0.2,0.15,0.09,0.19,0.22,0.1,0.16,0.1,0.15,0.19,0.16,0.16,0.19,0.16,0.1,0.08,0.08,0.15,0.09,0.2,0.12,0.21
560,0.1,0.13,0.19,0.15,0.17,0.13,0.06,0.16,0.14,0.13,0.18,0.16,0.11,0.15,0.15,0.11,0.14,0.14,0.11,0.1,0.14,0.09,0.16,0.12,0.17,0.14,0.11,0.15,0.1,0.18,0.14,0.12,0.12,0.13,0.1,0.1,0.17,0.1,0.16,0.18,0.11,0.18,0.08,0.14,0.17,0.18,0.13,0.11,0.12,0.11
580,0.14,0.16,0.12,0.14,0.19,0.14,0.15,0.17,0.12,0.18,0.15,0.18,0.12,0.16,0.1,0.16,0.15,0.16,0.11,0.07,0.13,0.14,0.17,0.12,0.15,0.14,0.15,0.16,0.15,0.13,0.14,0.14,0.15,0.14,0.1,0.16,0.11,0.13,0.12,0.17,0.14,0.16,0.12,0.15,0.09,0.18,0.15,0.15,0.1,0.15
600,0.09,0.17,0.16,0.14,0.16,0.11,0.15,0.1,0.12,0.15,0.2,0.15,0.17,0.14,0.06,0.05,0.13,0.12,0.14,0.18,0.12,0.19,0.2,0.11,0.17,0.15,0.21,0.15,0.18,0.14,0.22,0.16,0.17,0.15,0.18,0.22,0.13,0.14,0.15,0.25,0.1,0.17,0.14,0.14,0.12,0.15,0.1,0.16,0.09,0.1
620,0.12,0.16,0.15,0.16,0.11,0.15,0.08,0.14,0.19,0.15,0.11,0.13,0.2,0.13,0.17,0.17,0.17,0.15,0.18,0.13,0.18,0.17,0.14,0.14,0.17,0.14,0.19,0.17,0.13,0.14,0.12,0.12,0.25,0.16,0.14,0.09,0.2,0.14,0.14,0.12,0.12,0.12,0.15,0.19,0.15,0.1,0.11,0.11,0.25,0.17
